experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
SE,FT,Data Engineer,210000,100,M
SE,FT,Machine Learning Engineer,270400,0,M
SE,FT,Machine Learning Engineer,145600,0,M
EN,FT,Data Scientist,137000,0,M
EN,FT,Data Scientist,60400,0,M
MI,FT,Machine Learning Engineer,158100,0,M
MI,FT,Machine Learning Engineer,138500,0,M
SE,FT,Machine Learning Engineer,188500,0,M
SE,FT,Machine Learning Engineer,165100,0,M
SE,FT,Machine Learning Engineer,250000,0,M
SE,FT,Machine Learning Engineer,180000,0,M
SE,FT,Machine Learning Engineer,160000,0,M
SE,FT,Machine Learning Engineer,130000,0,M
SE,FT,Data Engineer,115000,100,M
SE,FT,Data Engineer,100500,100,M
SE,FT,Data Engineer,185000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Analyst,172000,0,M
SE,FT,Data Analyst,101000,0,M
MI,FT,Data Engineer,145000,0,M
MI,FT,Data Engineer,95000,0,M
SE,FT,Data Analyst,165000,100,M
SE,FT,Data Scientist,267900,0,M
SE,FT,Data Scientist,234700,0,M
EN,FT,Data Analyst,170000,0,M
EN,FT,Data Analyst,140000,0,M
SE,FT,Machine Learning Engineer,297000,0,M
SE,FT,Machine Learning Engineer,168300,0,M
MI,FT,Data Scientist,110000,0,M
MI,FT,Data Scientist,92000,0,M
SE,FT,Data Scientist,200000,0,M
SE,FT,Data Scientist,172750,0,M
EN,FT,Data Analyst,65000,0,M
EN,FT,Data Analyst,56250,0,M
EN,FT,Data Analyst,122000,0,M
EN,FT,Data Analyst,94000,0,M
SE,FT,Data Engineer,250000,0,M
SE,FT,Data Engineer,141500,0,M
SE,FT,Data Engineer,209362,100,M
SE,FT,Data Engineer,182054,100,M
SE,FT,Data Scientist,226500,100,M
SE,FT,Data Scientist,110900,100,M
EN,FT,Data Analyst,82402,0,M
EN,FT,Data Analyst,48508,0,M
SE,FT,Data Engineer,130500,0,M
SE,FT,Data Engineer,96000,0,M
SE,FT,Data Engineer,150000,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Data Engineer,90000,100,M
SE,FT,Data Scientist,66666,0,M
SE,FT,Data Scientist,42222,0,M
MI,FT,Machine Learning Engineer,245400,0,M
MI,FT,Machine Learning Engineer,139000,0,M
MI,FT,Data Scientist,200000,0,M
MI,FT,Data Scientist,140000,0,M
EN,FT,Data Analyst,90000,0,M
EN,FT,Data Analyst,75000,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,162000,0,M
EN,FT,Data Analyst,75000,100,M
EN,FT,Data Analyst,47500,100,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
SE,FT,Machine Learning Engineer,250000,100,M
SE,FT,Machine Learning Engineer,185000,100,M
SE,FT,Machine Learning Engineer,245400,0,M
SE,FT,Machine Learning Engineer,139000,0,M
SE,FT,Data Engineer,250000,100,M
SE,FT,Data Engineer,185000,100,M
SE,FT,Machine Learning Engineer,270000,100,M
SE,FT,Machine Learning Engineer,229500,100,M
SE,FT,Data Analyst,144538,0,M
SE,FT,Data Analyst,96358,0,M
MI,FT,Data Engineer,37500,0,M
MI,FT,Data Engineer,33750,0,M
MI,FT,Data Scientist,130000,0,M
MI,FT,Data Scientist,100000,0,M
EN,FT,Data Analyst,77280,0,M
EN,FT,Data Analyst,58000,0,M
SE,FT,Data Scientist,264846,0,M
SE,FT,Data Scientist,143060,0,M
MI,FT,Data Scientist,172000,0,M
MI,FT,Data Scientist,75600,0,M
MI,FT,Data Scientist,158100,0,M
MI,FT,Data Scientist,138500,0,M
SE,FT,Data Scientist,283800,0,M
SE,FT,Data Scientist,234700,0,M
EN,FT,Data Analyst,198000,0,M
EN,FT,Data Analyst,144000,0,M
SE,FT,Data Engineer,220000,0,M
SE,FT,Data Engineer,96600,0,M
SE,FT,Data Analyst,118000,0,M
SE,FT,Data Analyst,100000,0,M
MI,FT,Data Scientist,162819,100,M
MI,FT,Data Scientist,95776,100,M
EN,FT,Data Analyst,93100,0,M
EN,FT,Data Analyst,60000,0,M
MI,FT,Data Engineer,135000,0,M
MI,FT,Data Engineer,100000,0,M
SE,FT,Machine Learning Engineer,190000,100,M
SE,FT,Machine Learning Engineer,140000,100,M
SE,FT,Data Scientist,171210,0,M
SE,FT,Data Scientist,92190,0,M
MI,FT,Data Scientist,177250,0,M
MI,FT,Data Scientist,125500,0,M
SE,FT,Data Engineer,139500,0,M
SE,FT,Data Engineer,90000,0,M
SE,FT,Data Engineer,140000,100,M
SE,FT,Data Engineer,55000,100,M
EN,FT,Data Analyst,67095,0,M
EN,FT,Data Analyst,51120,0,M
SE,FT,Data Analyst,150700,0,M
SE,FT,Data Analyst,87400,0,M
EN,FT,Data Analyst,80000,0,M
EN,FT,Data Analyst,75000,0,M
SE,FT,Data Engineer,180000,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,213580,100,M
SE,FT,Data Engineer,173000,100,M
SE,FT,Data Engineer,159550,0,M
SE,FT,Data Engineer,113000,0,M
SE,FT,Data Analyst,200000,100,M
SE,FT,Data Analyst,168000,100,M
EN,FT,Data Analyst,100000,0,M
EN,FT,Data Analyst,64000,0,M
EN,FT,Data Analyst,124650,0,M
EN,FT,Data Analyst,88200,0,M
SE,FT,Data Analyst,180000,100,M
SE,FT,Data Analyst,140000,100,M
SE,FT,Data Analyst,150000,0,M
SE,FT,Data Analyst,130000,0,M
SE,FT,Data Engineer,173300,0,M
SE,FT,Data Engineer,98800,0,M
SE,FT,Data Analyst,204650,100,M
SE,FT,Data Analyst,123990,100,M
MI,FT,Data Scientist,137930,0,M
MI,FT,Data Scientist,74270,0,M
EN,FT,Data Analyst,106000,0,M
EN,FT,Data Analyst,66000,0,M
MI,FT,Data Analyst,95000,0,M
MI,FT,Data Analyst,75000,0,M
SE,FT,Data Scientist,194000,0,M
SE,FT,Data Scientist,122000,0,M
EX,FT,Data Analyst,125000,0,M
EX,FT,Data Analyst,100000,0,M
EN,FT,Data Scientist,140000,0,M
EN,FT,Data Scientist,70000,0,M
SE,FT,Data Scientist,155000,100,M
SE,FT,Data Scientist,120000,100,M
SE,FT,Data Engineer,81250,0,M
SE,FT,Data Engineer,56250,0,M
SE,FT,Machine Learning Engineer,210100,0,M
SE,FT,Machine Learning Engineer,210100,0,M
MI,FT,Data Scientist,149600,0,M
MI,FT,Data Scientist,90200,0,M
MI,FT,Data Analyst,83552,100,M
MI,FT,Data Analyst,49148,100,M
EN,FT,Data Engineer,53133,0,M
EN,FT,Data Engineer,38375,0,M
SE,FT,Data Engineer,223000,0,M
SE,FT,Data Engineer,190000,0,M
MI,FT,Data Engineer,116000,0,M
MI,FT,Data Engineer,97800,0,M
SE,FT,Data Scientist,174300,0,M
SE,FT,Data Scientist,145000,0,M
SE,FT,Data Engineer,57777,0,M
SE,FT,Data Engineer,47777,0,M
SE,FT,Data Engineer,175000,100,M
SE,FT,Data Engineer,161201,100,M
SE,FT,Data Engineer,202000,0,M
SE,FT,Data Engineer,180000,0,M
SE,FT,Data Analyst,148000,0,M
SE,FT,Data Analyst,125000,0,M
SE,FT,Machine Learning Engineer,250000,100,M
SE,FT,Machine Learning Engineer,195000,100,M
SE,FT,Data Engineer,215000,0,M
SE,FT,Data Engineer,193000,0,M
SE,FT,Data Engineer,223800,0,M
SE,FT,Data Engineer,172100,0,M
SE,FT,Data Scientist,210000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Machine Learning Engineer,212800,100,M
SE,FT,Machine Learning Engineer,177300,100,M
SE,FT,Data Scientist,238000,0,M
SE,FT,Data Scientist,158000,0,M
MI,FT,Data Scientist,115000,100,M
MI,FT,Data Scientist,85000,100,M
SE,FT,Data Scientist,227900,0,M
SE,FT,Data Scientist,126600,0,M
EN,FT,Data Analyst,92700,0,M
EN,FT,Data Analyst,64900,0,M
SE,FT,Data Analyst,179000,0,M
SE,FT,Data Analyst,112000,0,M
EN,FT,Data Analyst,136000,0,M
EN,FT,Data Analyst,82000,0,M
SE,FT,Data Scientist,221550,0,M
SE,FT,Data Scientist,143850,0,M
MI,FT,Data Analyst,92000,0,M
MI,FT,Data Analyst,82000,0,M
SE,FT,Data Scientist,260940,100,M
SE,FT,Data Scientist,158130,100,M
EN,FT,Data Analyst,80000,0,M
EN,FT,Data Analyst,70000,0,M
MI,PT,Data Scientist,122328,100,M
MI,PT,Data Scientist,71958,100,M
SE,FT,Data Analyst,204650,100,M
SE,FT,Data Analyst,123990,100,M
SE,FT,Machine Learning Engineer,93750,100,M
SE,FT,Machine Learning Engineer,68750,100,M
SE,FT,Machine Learning Engineer,309000,0,M
SE,FT,Machine Learning Engineer,142000,0,M
SE,FT,Machine Learning Engineer,184800,100,M
SE,FT,Machine Learning Engineer,123200,100,M
MI,FT,Data Scientist,118750,0,M
MI,FT,Data Scientist,93750,0,M
SE,FT,Data Engineer,105000,100,M
SE,FT,Data Engineer,75000,100,M
MI,FT,Machine Learning Engineer,247500,0,M
MI,FT,Machine Learning Engineer,172200,0,M
MI,FT,Data Analyst,152300,0,M
MI,FT,Data Analyst,76200,0,M
SE,FT,Data Scientist,269000,0,M
SE,FT,Data Scientist,139000,0,M
MI,FT,Data Engineer,214300,0,M
MI,FT,Data Engineer,108500,0,M
SE,FT,Machine Learning Engineer,195000,100,M
SE,FT,Machine Learning Engineer,130000,100,M
MI,FT,Data Engineer,115000,100,M
MI,FT,Data Engineer,95000,100,M
SE,FT,Data Analyst,150000,100,M
SE,FT,Data Analyst,125000,100,M
MI,FT,Data Engineer,170000,100,M
MI,FT,Data Engineer,90000,100,M
SE,FT,Data Analyst,119900,0,M
SE,FT,Data Analyst,109000,0,M
MI,FT,Data Scientist,200000,100,M
MI,FT,Data Scientist,160000,100,M
EN,FT,Data Analyst,135000,0,M
EN,FT,Data Analyst,90000,0,M
SE,FT,Data Scientist,260000,0,M
SE,FT,Data Scientist,178000,0,M
SE,FT,Data Scientist,48019,100,L
MI,FT,Data Analyst,89500,100,M
MI,FT,Data Analyst,65000,100,M
SE,FT,Data Scientist,179000,0,M
SE,FT,Data Scientist,112000,0,M
SE,FT,Data Engineer,235700,0,M
SE,FT,Data Engineer,124400,0,M
MI,FT,Data Engineer,144200,0,M
MI,FT,Data Engineer,72100,0,M
MI,FT,Data Scientist,212000,0,M
MI,FT,Data Scientist,93300,0,M
MI,FT,Data Scientist,149925,0,M
MI,FT,Data Scientist,91260,0,M
SE,FT,Data Scientist,212000,0,M
SE,FT,Data Scientist,93300,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Engineer,193200,0,M
SE,FT,Data Engineer,154560,0,M
SE,FT,Machine Learning Engineer,277200,0,M
SE,FT,Machine Learning Engineer,151600,0,M
SE,FT,Data Scientist,220800,100,M
SE,FT,Data Scientist,124800,100,M
SE,FT,Data Scientist,205000,0,M
SE,FT,Data Scientist,139000,0,M
SE,FT,Data Scientist,175000,0,M
SE,FT,Data Scientist,157500,0,M
SE,FT,Data Analyst,150000,100,M
SE,FT,Data Analyst,135000,100,M
EX,FT,Data Engineer,140000,0,M
EX,FT,Data Engineer,120000,0,M
SE,FT,Machine Learning Engineer,169200,0,M
SE,FT,Machine Learning Engineer,130100,0,M
EX,FT,Data Engineer,150000,0,M
EX,FT,Data Engineer,120000,0,M
SE,FT,Machine Learning Engineer,193000,0,M
SE,FT,Machine Learning Engineer,154400,0,M
SE,FT,Data Scientist,200000,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,209000,100,M
SE,FT,Data Scientist,145350,100,M
MI,FT,Data Scientist,212800,0,L
MI,FT,Data Scientist,111600,0,L
MI,FT,Data Scientist,196400,0,M
MI,FT,Data Scientist,174117,0,M
EN,FT,Data Analyst,110000,0,M
EN,FT,Data Analyst,80000,0,M
EX,FT,Machine Learning Engineer,408500,0,M
EX,FT,Machine Learning Engineer,233500,0,M
SE,FT,Data Engineer,238000,0,M
SE,FT,Data Engineer,158000,0,M
SE,FT,Machine Learning Engineer,254000,0,M
SE,FT,Machine Learning Engineer,200000,0,M
EN,FT,Machine Learning Engineer,108806,0,M
EN,FT,Machine Learning Engineer,82909,0,M
SE,FT,Data Engineer,185000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Analyst,198000,0,M
SE,FT,Data Analyst,108000,0,M
SE,FT,Data Scientist,245000,0,M
SE,FT,Data Scientist,185000,0,M
SE,FT,Machine Learning Engineer,254000,0,M
SE,FT,Machine Learning Engineer,204000,0,M
MI,FT,Data Scientist,155000,0,M
MI,FT,Data Scientist,139000,0,M
SE,FT,Data Engineer,300000,0,M
SE,FT,Data Engineer,244000,0,M
SE,FT,Data Scientist,285200,100,M
SE,FT,Data Scientist,168600,100,M
SE,FT,Machine Learning Engineer,221000,0,M
SE,FT,Machine Learning Engineer,185000,0,M
SE,FT,Machine Learning Engineer,184800,100,M
SE,FT,Machine Learning Engineer,123200,100,M
SE,FT,Data Engineer,221000,0,M
SE,FT,Data Engineer,185000,0,M
MI,FT,Data Scientist,135000,0,M
MI,FT,Data Scientist,110000,0,M
SE,FT,Data Engineer,222200,0,M
SE,FT,Data Engineer,150900,0,M
SE,FT,Data Scientist,202800,0,M
SE,FT,Data Scientist,115000,0,M
SE,FT,Machine Learning Engineer,254000,0,M
SE,FT,Machine Learning Engineer,204000,0,M
SE,FT,Data Scientist,155000,0,M
SE,FT,Data Scientist,139500,0,M
EN,FT,Data Analyst,71250,100,M
EN,FT,Data Analyst,57000,100,M
SE,FT,Data Engineer,200000,0,M
SE,FT,Data Engineer,180000,0,M
SE,FT,Machine Learning Engineer,159550,0,M
SE,FT,Machine Learning Engineer,113000,0,M
SE,FT,Data Scientist,225000,0,M
SE,FT,Data Scientist,175000,0,M
MI,FT,Data Engineer,130000,100,M
MI,FT,Data Engineer,100000,100,M
SE,FT,Data Scientist,170000,100,M
SE,FT,Data Scientist,150000,100,M
SE,FT,Data Scientist,226500,100,M
SE,FT,Data Scientist,110900,100,M
MI,FT,Machine Learning Engineer,250900,0,M
MI,FT,Machine Learning Engineer,135200,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,65000,0,M
SE,FT,Data Scientist,185000,0,M
SE,FT,Data Scientist,100200,0,M
SE,FT,Data Engineer,200000,0,M
SE,FT,Data Engineer,100200,0,M
SE,FT,Data Scientist,238400,0,M
SE,FT,Data Scientist,140300,0,M
SE,FT,Data Scientist,215000,0,M
SE,FT,Data Scientist,100200,0,M
SE,FT,Data Scientist,150000,0,M
SE,FT,Data Scientist,85000,0,M
MI,FT,Data Engineer,136363,50,L
SE,FT,Data Engineer,182600,0,M
SE,FT,Data Engineer,105800,0,M
SE,FT,Data Analyst,96600,0,M
SE,FT,Data Analyst,55200,0,M
EN,FT,Data Analyst,140000,0,M
EN,FT,Data Analyst,112000,0,M
SE,FT,Data Engineer,217508,0,M
SE,FT,Data Engineer,177961,0,M
MI,FT,Data Scientist,115000,0,M
MI,FT,Data Scientist,90950,0,M
SE,FT,Data Scientist,198000,0,M
SE,FT,Data Scientist,144000,0,M
SE,FT,Data Analyst,132974,0,M
SE,FT,Data Analyst,88670,0,M
SE,FT,Data Scientist,286000,0,M
SE,FT,Data Scientist,143000,0,M
MI,FT,Data Analyst,80000,0,M
MI,FT,Data Analyst,70000,0,M
SE,FT,Data Analyst,192500,100,M
SE,FT,Data Analyst,122500,100,M
SE,FT,Machine Learning Engineer,229900,0,M
SE,FT,Machine Learning Engineer,201400,0,M
SE,FT,Data Scientist,185400,0,M
SE,FT,Data Scientist,92700,0,M
MI,FT,Data Scientist,170000,100,M
MI,FT,Data Scientist,90000,100,M
MI,FT,Data Engineer,198000,100,M
MI,FT,Data Engineer,132000,100,M
EX,FT,Data Engineer,312287,0,M
EX,FT,Data Engineer,208122,0,M
SE,FT,Machine Learning Engineer,157476,100,M
SE,FT,Machine Learning Engineer,104981,100,M
SE,FT,Data Engineer,180000,100,M
SE,FT,Data Engineer,110000,100,M
MI,FT,Machine Learning Engineer,223600,0,L
MI,FT,Machine Learning Engineer,115000,0,L
MI,FT,Data Engineer,118300,0,M
MI,FT,Data Engineer,94600,0,M
SE,FT,Data Engineer,135000,100,M
SE,FT,Data Engineer,110000,100,M
MI,FT,Data Scientist,116259,0,M
MI,FT,Data Scientist,88995,0,M
MI,FT,Data Scientist,135000,0,M
MI,FT,Data Scientist,110000,0,M
SE,FT,Data Engineer,190000,0,M
SE,FT,Data Engineer,167000,0,M
SE,FT,Data Analyst,81250,0,M
SE,FT,Data Analyst,75000,0,M
MI,FT,Data Analyst,70000,0,M
MI,FT,Data Analyst,60000,0,M
SE,FT,Data Engineer,210000,100,M
SE,FT,Data Engineer,190000,100,M
EN,FT,Data Analyst,83300,0,M
EN,FT,Data Analyst,47500,0,M
SE,FT,Data Scientist,190000,100,M
SE,FT,Data Scientist,155000,100,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Engineer,94000,0,M
SE,FT,Data Engineer,122000,0,M
SE,FT,Data Engineer,94500,0,M
EN,FT,Machine Learning Engineer,157900,100,M
EN,FT,Machine Learning Engineer,105300,100,M
MI,FT,Data Engineer,97000,0,M
MI,FT,Data Engineer,62000,0,M
MI,FT,Data Scientist,194200,0,M
MI,FT,Data Scientist,110400,0,M
SE,FT,Data Analyst,96600,0,M
SE,FT,Data Analyst,55200,0,M
MI,FT,Machine Learning Engineer,174000,100,M
MI,FT,Machine Learning Engineer,147900,100,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,104000,0,M
EN,FT,Data Analyst,40000,0,M
EN,FT,Data Analyst,30000,0,M
SE,FT,Machine Learning Engineer,550000,0,M
SE,FT,Machine Learning Engineer,310000,0,M
SE,FT,Machine Learning Engineer,550000,0,M
SE,FT,Machine Learning Engineer,310000,0,M
MI,FT,Data Analyst,135000,0,M
MI,FT,Data Analyst,120000,0,M
SE,FT,Data Engineer,198433,100,M
SE,FT,Data Engineer,119060,100,M
SE,FT,Machine Learning Engineer,270000,0,M
SE,FT,Machine Learning Engineer,153000,0,M
EN,FT,Data Analyst,93500,0,M
EN,FT,Data Analyst,53300,0,M
SE,FT,Machine Learning Engineer,179000,0,M
SE,FT,Machine Learning Engineer,112000,0,M
SE,FT,Data Analyst,197100,100,M
SE,FT,Data Analyst,131414,100,M
EN,FT,Data Analyst,45625,0,M
EN,FT,Data Analyst,42500,0,M
SE,FT,Data Scientist,197000,0,M
SE,FT,Data Scientist,106000,0,M
SE,FT,Data Scientist,220000,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Analyst,140000,0,M
SE,FT,Data Analyst,100000,0,M
EX,FT,Machine Learning Engineer,259850,0,M
EX,FT,Machine Learning Engineer,179200,0,M
SE,FT,Data Analyst,130000,100,M
SE,FT,Data Analyst,120000,100,M
SE,FT,Machine Learning Engineer,283780,0,M
SE,FT,Machine Learning Engineer,233840,0,M
SE,FT,Data Scientist,185000,0,M
SE,FT,Data Scientist,175000,0,M
MI,FT,Data Scientist,110000,100,M
MI,FT,Data Scientist,90000,100,M
SE,FT,Machine Learning Engineer,215000,0,M
SE,FT,Machine Learning Engineer,160000,0,M
MI,FT,Data Engineer,142500,0,M
MI,FT,Data Engineer,120000,0,M
SE,FT,Machine Learning Engineer,324000,0,M
SE,FT,Machine Learning Engineer,159000,0,M
MI,FT,Data Scientist,247600,0,L
MI,FT,Data Scientist,127300,0,L
SE,FT,Machine Learning Engineer,309000,0,M
SE,FT,Machine Learning Engineer,142000,0,M
SE,FT,Data Scientist,323295,50,L
SE,FT,Data Scientist,206000,0,M
SE,FT,Data Scientist,106605,0,M
SE,FT,Data Engineer,215000,0,M
SE,FT,Data Engineer,190000,0,M
MI,FT,Data Engineer,118400,0,M
MI,FT,Data Engineer,100700,0,M
MI,FT,Data Scientist,200300,0,M
MI,FT,Data Scientist,151500,0,M
SE,FT,Data Engineer,125000,0,M
SE,FT,Data Engineer,106500,0,M
SE,FT,Data Scientist,136000,0,M
SE,FT,Data Scientist,97000,0,M
EN,FT,Data Analyst,100000,100,M
EN,FT,Data Analyst,80000,100,M
SE,FT,Data Engineer,221630,0,M
SE,FT,Data Engineer,199467,0,M
SE,FT,Machine Learning Engineer,176000,0,M
SE,FT,Machine Learning Engineer,140000,0,M
MI,FT,Data Scientist,172200,0,M
MI,FT,Data Scientist,131200,0,M
SE,FT,Data Engineer,140000,100,M
SE,FT,Data Engineer,90000,100,M
SE,FT,Data Engineer,195000,100,M
SE,FT,Data Engineer,147500,100,M
MI,FT,Machine Learning Engineer,150000,0,M
MI,FT,Machine Learning Engineer,120000,0,M
EN,FT,Data Analyst,70000,0,M
EN,FT,Data Analyst,65000,0,M
SE,FT,Data Analyst,192500,100,M
SE,FT,Data Analyst,122500,100,M
SE,FT,Data Engineer,265200,0,M
SE,FT,Data Engineer,138000,0,M
EN,FT,Data Analyst,82000,100,M
EN,FT,Data Analyst,64000,100,M
MI,FT,Data Scientist,147400,0,M
MI,FT,Data Scientist,135097,0,M
SE,FT,Data Engineer,212000,0,M
SE,FT,Data Engineer,93300,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
MI,FT,Data Engineer,87500,0,M
MI,FT,Data Engineer,68750,0,M
SE,FT,Data Engineer,68750,0,M
SE,FT,Data Engineer,50000,0,M
EN,FT,Data Analyst,88800,0,M
EN,FT,Data Analyst,64600,0,M
MI,FT,Data Scientist,86218,0,M
MI,FT,Data Scientist,68975,0,M
SE,FT,Data Scientist,101763,0,M
SE,FT,Data Scientist,81410,0,M
MI,FT,Data Analyst,166000,0,M
MI,FT,Data Analyst,73100,0,M
EX,FT,Data Engineer,258500,0,M
EX,FT,Data Engineer,191857,0,M
MI,FT,Data Scientist,160000,0,M
MI,FT,Data Scientist,110000,0,M
MI,FT,Data Scientist,145000,0,M
MI,FT,Data Scientist,116000,0,M
MI,FT,Data Scientist,176000,100,M
MI,FT,Data Scientist,117000,100,M
EN,FT,Data Analyst,153000,100,M
EN,FT,Data Analyst,96000,100,M
EX,FT,Data Engineer,219650,100,M
EX,FT,Data Engineer,136000,100,M
EN,FT,Data Analyst,153000,100,M
EN,FT,Data Analyst,96000,100,M
MI,FT,Data Engineer,80000,100,M
MI,FT,Data Engineer,67000,100,M
MI,FT,Data Engineer,100000,100,M
MI,FT,Data Engineer,85000,100,M
SE,FT,Data Engineer,135000,0,M
SE,FT,Data Engineer,115000,0,M
MI,FT,Data Engineer,143000,0,M
MI,FT,Data Engineer,102000,0,M
SE,FT,Data Scientist,214500,0,M
SE,FT,Data Scientist,157500,0,M
SE,FT,Data Engineer,194500,0,M
SE,FT,Data Engineer,146266,0,M
MI,FT,Machine Learning Engineer,223100,0,M
MI,FT,Machine Learning Engineer,126400,0,M
SE,FT,Machine Learning Engineer,229900,0,M
SE,FT,Machine Learning Engineer,201400,0,M
SE,FT,Data Engineer,194500,0,M
SE,FT,Data Engineer,146266,0,M
MI,FT,Data Engineer,89000,0,M
MI,FT,Data Engineer,62300,0,M
EN,FT,Data Analyst,85000,0,M
EN,FT,Data Analyst,68000,0,M
MI,FT,Data Engineer,106100,0,M
MI,FT,Data Engineer,74300,0,M
EN,FT,Data Analyst,85420,0,M
EN,FT,Data Analyst,65400,0,M
SE,FT,Machine Learning Engineer,175000,0,M
SE,FT,Machine Learning Engineer,148750,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
EN,FT,Data Analyst,60080,0,M
EN,FT,Data Analyst,57300,0,M
SE,FT,Data Engineer,125000,100,M
SE,FT,Data Engineer,90000,100,M
SE,FT,Data Scientist,56250,0,M
SE,FT,Data Scientist,56250,0,M
SE,FT,Machine Learning Engineer,247500,0,M
SE,FT,Machine Learning Engineer,172200,0,M
MI,FT,Data Scientist,194500,0,M
MI,FT,Data Scientist,125500,0,M
EN,FT,Data Analyst,181610,0,M
EN,FT,Data Analyst,100000,0,M
SE,FT,Data Scientist,231000,100,M
SE,FT,Data Scientist,160700,100,M
SE,FT,Data Engineer,137000,0,M
SE,FT,Data Engineer,110000,0,M
EX,FT,Machine Learning Engineer,408500,0,M
EX,FT,Machine Learning Engineer,233500,0,M
EN,FT,Data Analyst,26992,100,S
EN,FT,Data Engineer,115000,100,M
EN,FT,Data Engineer,87550,100,M
EN,FT,Data Analyst,123625,0,M
EN,FT,Data Analyst,77265,0,M
SE,FT,Data Scientist,199700,0,M
SE,FT,Data Scientist,165100,0,M
SE,FT,Machine Learning Engineer,188500,0,M
SE,FT,Machine Learning Engineer,165100,0,M
EN,FT,Data Analyst,150700,0,M
EN,FT,Data Analyst,87400,0,M
MI,FT,Data Engineer,62500,0,M
MI,FT,Data Engineer,33750,0,M
SE,FT,Data Engineer,152375,100,M
SE,FT,Data Engineer,94000,100,M
SE,FT,Data Scientist,359170,0,M
SE,FT,Data Scientist,295490,0,M
SE,FT,Data Scientist,155000,0,M
SE,FT,Data Scientist,130000,0,M
EN,FT,Data Analyst,122328,0,M
EN,FT,Data Analyst,71958,0,M
MI,FT,Data Engineer,56250,0,M
MI,FT,Data Engineer,43750,0,M
SE,FT,Data Engineer,201900,0,M
SE,FT,Data Engineer,97335,0,M
SE,FT,Machine Learning Engineer,255000,100,M
SE,FT,Machine Learning Engineer,163000,100,M
MI,FT,Data Scientist,115000,100,M
MI,FT,Data Scientist,90500,100,M
SE,FT,Data Scientist,240000,0,M
SE,FT,Data Scientist,187000,0,M
SE,FT,Data Scientist,210000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Engineer,122000,0,M
SE,FT,Data Engineer,94500,0,M
SE,FT,Machine Learning Engineer,331640,0,M
SE,FT,Machine Learning Engineer,283780,0,M
MI,FT,Data Engineer,100000,100,M
MI,FT,Data Engineer,85000,100,M
SE,FT,Data Engineer,56250,100,M
SE,FT,Data Engineer,47500,100,M
SE,FT,Data Engineer,276000,0,M
SE,FT,Data Engineer,148000,0,M
EN,FT,Data Engineer,234000,0,M
EN,FT,Data Engineer,146000,0,M
SE,FT,Data Scientist,322000,0,M
SE,FT,Data Scientist,168000,0,M
MI,FT,Data Scientist,152000,0,M
MI,FT,Data Scientist,98000,0,M
SE,FT,Data Analyst,115000,0,M
SE,FT,Data Analyst,105000,0,M
SE,FT,Data Scientist,100000,0,M
SE,FT,Data Scientist,87500,0,M
MI,FT,Data Engineer,146000,100,M
MI,FT,Data Engineer,110000,100,M
SE,FT,Data Scientist,297000,0,M
SE,FT,Data Scientist,138000,0,M
MI,FT,Machine Learning Engineer,160480,0,M
MI,FT,Machine Learning Engineer,109920,0,M
SE,FT,Data Engineer,224000,0,M
SE,FT,Data Engineer,150000,0,M
EN,FT,Data Analyst,84000,0,M
EN,FT,Data Analyst,75800,0,M
EN,FT,Data Analyst,94600,0,M
EN,FT,Data Analyst,75700,0,M
SE,FT,Data Scientist,190000,100,M
SE,FT,Data Scientist,155000,100,M
MI,FT,Data Engineer,168000,0,M
MI,FT,Data Engineer,158000,0,M
SE,FT,Data Scientist,190000,100,M
SE,FT,Data Scientist,155000,100,M
SE,FT,Data Scientist,720000,100,M
SE,FT,Data Scientist,170000,100,M
SE,FT,Machine Learning Engineer,125333,0,M
SE,FT,Machine Learning Engineer,81333,0,M
SE,FT,Data Scientist,227000,0,M
SE,FT,Data Scientist,192780,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,100000,0,M
SE,FT,Data Engineer,140000,100,M
SE,FT,Data Engineer,100000,100,M
MI,FT,Data Scientist,175000,100,M
MI,FT,Data Scientist,135000,100,M
SE,FT,Machine Learning Engineer,184800,100,M
SE,FT,Machine Learning Engineer,123200,100,M
SE,FT,Data Engineer,115000,100,M
